run_id,window_index,t_start,mean_o22,stall_s,label
CONT_s11_l2a_ElephantsDream,0,0.0,3.6299,5.886,Critical
CONT_s11_l2a_ElephantsDream,1,10.0,3.7753,0.183,Degraded
CONT_s11_l2a_ElephantsDream,2,20.0,3.8827,0,Good
CONT_s11_l2a_ElephantsDream,3,30.0,3.8827,0,Good
CONT_s11_l2a_ElephantsDream,4,40.0,4.0689,0,Excellent
CONT_s11_l2a_ElephantsDream,5,50.0,4.2062,0.111,Degraded
CONT_s11_l2a_ElephantsDream,6,60.0,3.9221,0,Good
CONT_s11_l2a_ElephantsDream,7,70.0,4.0223,1.222,Critical
CONT_s11_l2a_ElephantsDream,8,80.0,3.8596,2.17,Critical
CONT_s11_l2a_ElephantsDream,9,90.0,3.8826,2.423,Critical
CONT_s11_l2a_ElephantsDream,10,100.0,3.7824,0,Good
CONT_s11_l2a_ElephantsDream,11,110.0,4.2301,6.595,Critical
CONT_s11_l2a_ElephantsDream,12,120.0,2.9386,6.683,Critical
CONT_s11_l2a_ElephantsDream,13,130.0,1.5451,1.311,Critical
CONT_s11_l2a_ElephantsDream,14,140.0,1.9897,0,Critical
CONT_s11_l2a_ElephantsDream,15,150.0,2.9078,0,Degraded
CONT_s11_l2a_ElephantsDream,16,160.0,2.9367,0,Degraded
CONT_s11_l2a_ElephantsDream,17,170.0,3.0688,0,Good
CONT_s11_l2a_ElephantsDream,18,180.0,4.4682,0,Excellent
CONT_s11_l2a_ElephantsDream,19,190.0,4.4682,0,Excellent
CONT_s11_l2a_ElephantsDream,20,200.0,4.4682,0,Excellent
CONT_s11_l2a_ElephantsDream,21,210.0,4.4682,0,Excellent
CONT_s11_l2a_ElephantsDream,22,220.0,4.4682,0,Excellent
CONT_s11_l2a_ElephantsDream,23,230.0,4.4682,0,Excellent
CONT_s11_l2a_ElephantsDream,24,240.0,4.4682,0,Excellent
CONT_s11_l2a_ElephantsDream,25,250.0,4.2925,0,Excellent
CONT_s11_l2a_ElephantsDream,26,260.0,4.2672,0,Excellent
CONT_s11_l2a_ElephantsDream,27,270.0,4.2953,0,Excellent
