run_id,window_index,t_start,mean_o22,stall_s,label
CONT_s2_ElephantsDream,0,0.0,4.3919,0.542,Degraded
CONT_s2_ElephantsDream,1,10.0,4.4831,0,Excellent
CONT_s2_ElephantsDream,2,20.0,4.4742,0,Excellent
CONT_s2_ElephantsDream,3,30.0,4.4669,0,Excellent
CONT_s2_ElephantsDream,4,40.0,4.4545,0,Excellent
CONT_s2_ElephantsDream,5,50.0,4.4545,0,Excellent
CONT_s2_ElephantsDream,6,60.0,4.4603,0,Excellent
CONT_s2_ElephantsDream,7,70.0,4.3691,0,Excellent
CONT_s2_ElephantsDream,8,80.0,4.3758,0,Excellent
CONT_s2_ElephantsDream,9,90.0,4.3906,0,Excellent
CONT_s2_ElephantsDream,10,100.0,4.3856,0,Excellent
CONT_s2_ElephantsDream,11,110.0,4.3856,0,Excellent
CONT_s2_ElephantsDream,12,120.0,4.3835,0,Excellent
CONT_s2_ElephantsDream,13,130.0,4.3835,0,Excellent
CONT_s2_ElephantsDream,14,140.0,4.3621,0,Excellent
CONT_s2_ElephantsDream,15,150.0,4.416,0,Excellent
CONT_s2_ElephantsDream,16,160.0,4.4338,0,Excellent
CONT_s2_ElephantsDream,17,170.0,4.4535,0,Excellent
CONT_s2_ElephantsDream,18,180.0,4.4226,0,Excellent
CONT_s2_ElephantsDream,19,190.0,4.4509,0,Excellent
CONT_s2_ElephantsDream,20,200.0,4.2953,0,Excellent
CONT_s2_ElephantsDream,21,210.0,4.4514,0,Excellent
CONT_s2_ElephantsDream,22,220.0,4.4682,0,Excellent
CONT_s2_ElephantsDream,23,230.0,4.4697,0,Excellent
CONT_s2_ElephantsDream,24,240.0,4.4831,0,Excellent
CONT_s2_ElephantsDream,25,250.0,4.4831,0,Excellent
CONT_s2_ElephantsDream,26,260.0,4.4831,0,Excellent
CONT_s2_ElephantsDream,27,270.0,4.4831,0,Excellent
CONT_s2_ElephantsDream,28,280.0,4.4831,0,Excellent
CONT_s2_ElephantsDream,29,290.0,4.4831,0,Excellent
