run_id,window_index,t_start,mean_o22,stall_s,label
CONT_s9_TearsOfSteel,0,0.0,2.7725,0.814,Degraded
CONT_s9_TearsOfSteel,1,10.0,2.4969,0,Degraded
CONT_s9_TearsOfSteel,2,20.0,3.358,0,Good
CONT_s9_TearsOfSteel,3,30.0,3.3235,0,Good
CONT_s9_TearsOfSteel,4,40.0,3.3005,0,Good
CONT_s9_TearsOfSteel,5,50.0,3.312,0,Good
CONT_s9_TearsOfSteel,6,60.0,3.4155,0,Good
CONT_s9_TearsOfSteel,7,70.0,4.2664,0,Excellent
CONT_s9_TearsOfSteel,8,80.0,4.2034,0,Excellent
CONT_s9_TearsOfSteel,9,90.0,4.1719,0,Excellent
CONT_s9_TearsOfSteel,10,100.0,4.361,0,Excellent
CONT_s9_TearsOfSteel,11,110.0,4.361,0,Excellent
CONT_s9_TearsOfSteel,12,120.0,3.6992,0,Good
CONT_s9_TearsOfSteel,13,130.0,3.4155,0,Good
CONT_s9_TearsOfSteel,14,140.0,3.0481,0,Good
CONT_s9_TearsOfSteel,15,150.0,3.404,0,Good
CONT_s9_TearsOfSteel,16,160.0,2.738,0,Degraded
CONT_s9_TearsOfSteel,17,170.0,3.7019,0,Good
CONT_s9_TearsOfSteel,18,180.0,3.4155,0,Good
CONT_s9_TearsOfSteel,19,190.0,3.4155,0,Good
CONT_s9_TearsOfSteel,20,200.0,3.8375,0,Good
CONT_s9_TearsOfSteel,21,210.0,4.0221,0,Excellent
CONT_s9_TearsOfSteel,22,220.0,4.361,0,Excellent
CONT_s9_TearsOfSteel,23,230.0,4.361,0,Excellent
CONT_s9_TearsOfSteel,24,240.0,4.3971,0,Excellent
CONT_s9_TearsOfSteel,25,250.0,4.4812,0,Excellent
CONT_s9_TearsOfSteel,26,260.0,4.4812,0,Excellent
CONT_s9_TearsOfSteel,27,270.0,4.4812,0,Excellent
CONT_s9_TearsOfSteel,28,280.0,4.4812,0,Excellent
CONT_s9_TearsOfSteel,29,290.0,4.4457,0,Excellent
